name,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
"Snack, Mixed Berry Bar",11000.0,3800.0,0.0,447.0,39.8,0.028,0.0,0.858,1.104,0.285,0.283,0.002425,0.027,0.0,0.006,0.0,0.104,0,0.00051,0.116,0.6,5e-05,0.29,0.29,0.0016,105.0,0.244,1.89,91.0,1.963,343.0,446.0,0.0198,2.64,13160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58840.0,7900.0,26320.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,3846.0,2897.0,2058.0,0.0,0.0,1970.0,0.0,0.0,15520.0
"Fish, raw, sheepshead",2400.0,600.0,50.0,71.0,0.0,0.015,0.0,1.5,0.75,0.04,0.01,0.0025,0.03,0.0,0.0,0.0,0.0,0,0.002,0.3,0.0,0.0,0.0,0.0,0.0,21.0,0.031,0.46,32.0,0.013,313.0,404.0,0.0365,0.39,20210.0,1222.0,1210.0,2070.0,217.0,3017.0,970.0,595.0,0.0,931.0,1643.0,1856.0,598.0,789.0,715.0,825.0,886.0,226.0,682.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2410.0,609.0,728.0,518.0,50.0,0.0,1090.0,0.0,0.0,77970.0
"Brussels sprouts, raw",300.0,100.0,0.0,25.0,19.1,0.061,0.0,0.745,0.309,0.09,0.139,0.01885,0.038,0.006,0.45,0.0,1.59,0,0.0,0.219,85.0,0.0,0.88,0.88,0.177,42.0,0.07,1.4,23.0,0.337,69.0,389.0,0.0016,0.42,3380.0,0.0,203.0,0.0,22.0,0.0,0.0,76.0,0.0,132.0,152.0,154.0,32.0,98.0,0.0,0.0,120.0,37.0,0.0,155.0,8950.0,3800.0,2200.0,930.0,0.0,810.0,0.0,0.0,460.0,300.0,62.0,23.0,153.0,0.0,0.0,1370.0,0.0,0.0,86000.0
"Broccoli raab, cooked",500.0,100.0,0.0,56.0,33.6,0.071,0.0,2.015,0.448,0.14,0.169,0.113325,0.227,0.0,2.72,0.0,1.683,0,0.0,0.22,37.0,0.0,2.53,2.53,0.256,118.0,0.075,1.27,27.0,0.38,82.0,343.0,0.0013,0.54,3830.0,149.0,207.0,434.0,47.0,662.0,148.0,80.0,0.0,125.0,206.0,239.0,58.0,154.0,158.0,120.0,128.0,52.0,90.0,184.0,3120.0,2800.0,620.0,240.0,0.0,230.0,0.0,0.0,150.0,520.0,57.0,30.0,150.0,0.0,0.0,1110.0,0.0,0.0,91410.0
"Butter oil, anhydrous",99000.0,62000.0,256.0,2.0,22.3,0.0,0.0,0.003,0.01,0.005,0.001,0.076725,0.84,0.0,0.193,0.0,0.0,0,1e-05,0.001,0.0,0.0,2.8,2.8,0.0086,4.0,0.001,0.0,0.0,0.0,3.0,5.0,0.0,0.01,280.0,10.0,10.0,21.0,3.0,59.0,6.0,8.0,0.0,17.0,27.0,22.0,7.0,14.0,27.0,15.0,13.0,4.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99480.0,61924.0,28732.0,3694.0,256.0,0.0,0.0,0.0,0.0,240.0
"Chicory, raw, witloof",100.0,0.0,0.0,2.0,0.0,0.037,0.0,0.16,0.145,0.027,0.062,0.000725,0.001,0.0,0.0,0.0,0.0,0,0.0,0.042,2.8,0.0,0.0,0.0,0.0,19.0,0.051,0.24,10.0,0.1,26.0,211.0,0.0002,0.16,900.0,0.0,66.0,0.0,0.0,0.0,0.0,15.0,0.0,54.0,39.0,35.0,5.0,22.0,0.0,0.0,25.0,16.0,0.0,41.0,4000.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,24.0,2.0,44.0,0.0,0.0,470.0,0.0,0.0,94520.0
"KEEBLER, Waffle Cones",5300.0,900.0,0.0,149.0,0.0,0.124,0.0,4.34,0.0,0.33,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.03,0.0,0.0,0.05,0.05,0.0,0.0,0.0,3.0,15.0,0.0,80.0,100.0,0.0,0.7,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87700.0,1800.0,31600.0,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,860.0,1860.0,1350.0,0.0,0.0,0.0,0.0,0.0,2000.0
"KEEBLER, Waffle Bowls",5300.0,900.0,0.0,149.0,0.0,0.124,0.0,4.34,0.0,0.33,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.03,0.0,0.0,0.05,0.05,0.0,0.0,0.0,3.0,15.0,0.0,80.0,100.0,0.0,0.7,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87700.0,1800.0,31600.0,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,860.0,1860.0,1350.0,0.0,0.0,0.0,0.0,0.0,2000.0
"Broccoli, raw, leaves",400.0,100.0,0.0,27.0,0.0,0.071,0.0,0.638,0.535,0.119,0.065,0.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.159,93.2,0.0,0.0,0.0,0.0,48.0,0.045,0.88,25.0,0.229,66.0,325.0,0.003,0.4,2980.0,118.0,145.0,213.0,20.0,375.0,95.0,50.0,0.0,109.0,131.0,141.0,34.0,84.0,114.0,100.0,91.0,29.0,63.0,128.0,5060.0,2300.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,54.0,24.0,167.0,0.0,0.0,920.0,0.0,0.0,90690.0
"Durian, raw or frozen",5300.0,0.0,0.0,2.0,0.0,0.036,0.0,1.074,0.23,0.2,0.374,0.0011,0.002,0.006,0.023,0.0,0.0,0,0.0,0.316,19.7,0.0,0.0,0.0,0.0,6.0,0.207,0.43,30.0,0.325,39.0,436.0,0.0,0.28,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27090.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5330.0,0.0,0.0,0.0,0.0,0.0,1120.0,0.0,0.0,64989.99999999999
"Tomatoes, raw, orange",200.0,0.0,0.0,42.0,0.0,0.029,0.0,0.593,0.186,0.034,0.046,0.0374,0.075,0.0,0.0,0.0,0.0,0,0.0,0.06,16.0,0.0,0.0,0.0,0.0,5.0,0.062,0.47,8.0,0.088,29.0,212.0,0.0004,0.14,1160.0,33.0,29.0,161.0,15.0,427.0,29.0,18.0,0.0,27.0,42.0,42.0,10.0,30.0,22.0,31.0,29.0,8.0,20.0,30.0,3180.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,25.0,28.0,76.0,0.0,0.0,690.0,0.0,0.0,94780.0
"Tomatoes, raw, yellow",300.0,0.0,0.0,23.0,0.0,0.03,0.0,1.179,0.11,0.047,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.056,9.0,0.0,0.0,0.0,0.0,11.0,0.101,0.49,12.0,0.12,36.0,258.0,0.0004,0.28,980.0,28.0,24.0,135.0,13.0,359.0,24.0,15.0,0.0,23.0,36.0,36.0,8.0,25.0,18.0,26.0,24.0,7.0,17.0,25.0,2980.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,36.0,40.0,108.0,0.0,0.0,500.0,0.0,0.0,95280.0
"Egg custards, dry mix",6400.0,2000.0,258.0,281.0,0.0,0.03,0.0,0.32,2.238,0.412,0.145,0.005425,0.063,0.0,0.0,0.0,0.0,0,0.00117,0.216,0.4,0.0,0.0,0.0,0.0,228.0,0.046,1.93,45.0,0.02,332.0,540.0,0.0166,1.05,6900.0,341.0,361.0,681.0,130.0,1031.0,185.0,156.0,0.0,368.0,623.0,553.0,153.0,261.0,351.0,475.0,401.0,94.0,257.0,381.0,82800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400.0,2030.0,2400.0,850.0,258.0,0.0,2200.0,0.0,0.0,1700.0
"Peanut flour, low fat",22000.0,3000.0,0.0,1.0,0.0,0.133,0.0,11.499,1.543,0.172,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.304,0.0,0.0,0.0,0.0,0.0,130.0,2.039,4.74,48.0,4.231,508.0,1358.0,0.0070999999999999,5.99,33800.0,1343.0,4042.0,4123.0,433.0,7063.0,2037.0,854.0,0.0,1188.0,2191.0,1213.0,415.0,1752.0,1492.0,1665.0,1158.0,328.0,1374.0,1418.0,31270.0,15800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21900.0,3040.0,10866.0,6921.0,0.0,0.0,5230.0,0.0,0.0,7800.0
"Fish, smoked, haddock",1000.0,200.0,77.0,763.0,92.3,0.015,0.0,5.073,0.17,0.049,0.047,0.002,0.024,0.0,0.0,0.0,0.0,0,0.0016,0.4,0.0,0.00085,0.55,0.55,0.0001,49.0,0.042,1.4,54.0,0.03,251.0,415.0,0.0429,0.5,25230.0,1526.0,1509.0,2583.0,270.0,3766.0,1211.0,743.0,0.0,1162.0,2050.0,2317.0,747.0,985.0,892.0,1029.0,1106.0,283.0,852.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,173.0,157.0,321.0,77.0,0.0,1620.0,0.0,0.0,71480.0
"DENNY'S, french fries",14000.0,2500.0,0.0,44.0,0.0,0.015,0.0,2.717,0.61,0.048,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.22,1.6,0.0,0.98,0.98,0.0288,14.0,0.111,0.72,27.0,0.179,115.0,492.0,0.0004,0.46,3410.0,111.0,182.0,747.0,30.0,505.0,101.0,50.0,0.0,121.0,192.0,141.0,40.0,151.0,111.0,131.0,111.0,50.0,91.0,303.0,35200.0,3500.0,850.0,260.0,0.0,410.0,0.0,0.0,180.0,14130.0,2534.0,3408.0,6548.0,0.0,0.0,1200.0,0.0,0.0,46050.0
"Ground turkey, cooked",10000.0,2700.0,93.0,78.0,78.2,0.007,0.0,8.724,1.193,0.211,0.077,0.001975,0.024,0.0,0.0,0.0,0.0,0,0.00134,0.633,0.0,0.0002,0.11,0.11,0.0,28.0,0.151,1.52,30.0,0.011,254.0,294.0,0.0311,3.11,27370.0,1706.0,1990.0,2647.0,290.0,0.0,1500.0,811.0,228.0,1227.0,2262.0,2452.0,806.0,1068.0,1213.0,1164.0,1258.0,312.0,971.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10400.0,2669.0,3458.0,2917.0,93.0,0.0,1260.0,0.0,0.0,62070.0
"MURRAY, Vanilla Wafer",17000.0,5700.0,1.0,401.0,0.0,0.088,0.0,2.6,0.0,0.23,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,84.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72900.0,1400.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,17400.0,5700.0,3900.0,6600.0,1.0,0.0,0.0,0.0,0.0,4100.0
"WENDY'S, french fries",14000.0,2800.0,0.0,219.0,33.0,0.0,0.0,3.007,0.63,0.053,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.387,3.8,0.0,2.0,2.0,0.0064,16.0,0.159,0.93,33.0,0.271,126.0,625.0,0.0008,0.54,3730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39730.0,4000.0,400.0,0.0,0.0,400.0,0.0,0.0,0.0,14100.0,2790.0,3195.0,7456.0,0.0,0.0,1830.0,0.0,0.0,40620.0
"Bread, toasted, wheat",4300.0,1000.0,0.0,601.0,22.1,0.086,0.02,6.25,0.456,0.382,0.439,0.0,0.0,0.0,0.0,0.0,0.05,0,0.0,0.153,0.2,0.0,0.24,0.24,0.0057,165.0,0.198,4.09,59.0,1.377,188.0,223.0,0.0334,1.47,12960.0,245.0,311.0,348.0,154.0,2060.0,262.0,150.0,0.0,258.0,461.0,215.0,105.0,315.0,682.0,310.0,299.0,92.0,165.0,310.0,55770.0,4700.0,6420.0,0.0,0.0,0.0,0.0,0.0,0.0,4270.0,989.0,1019.0,1720.0,0.0,0.0,2770.0,0.0,0.0,24230.0
"Danish pastry, cheese",22000.0,6800.0,23.0,417.0,20.1,0.06,0.035,2.0,0.304,0.26,0.19,0.0032,0.035,0.0,0.008,0.0,0.038,0,0.0002,0.04,0.1,5e-05,0.35,0.35,0.0069,35.0,0.089,1.8,15.0,0.351,108.0,98.0,0.0189,0.7,8000.0,292.0,324.0,511.0,137.0,2021.0,239.0,205.0,0.0,371.0,644.0,430.0,174.0,402.0,717.0,428.0,293.0,89.0,293.0,412.0,37200.0,1000.0,6950.0,0.0,0.0,0.0,0.0,0.0,0.0,21900.0,6794.0,11313.0,2575.0,23.0,0.0,1500.0,0.0,0.0,31400.0
"Nuts, glazed, walnuts",36000.0,3600.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,1.29,0.0,0.0,0.0,232.0,0.0,0.0,8280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47590.0,3600.0,32140.0,0.0,0.0,0.0,0.0,0.0,0.0,35710.0,3571.0,5357.0,25000.0,0.0,0.0,2130.0,0.0,0.0,6280.0
"Spices, garlic powder",700.0,200.0,0.0,60.0,67.5,0.047,0.0,0.796,0.743,0.141,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.654,1.2,0.0,0.67,0.67,0.0004,79.0,0.533,5.65,77.0,0.979,414.0,1193.0,0.0238999999999999,2.99,16550.0,485.0,3365.0,1890.0,253.0,3658.0,525.0,263.0,0.0,414.0,728.0,768.0,111.0,525.0,1354.0,505.0,374.0,121.0,445.0,667.0,72730.0,9000.0,2430.0,310.0,0.0,70.0,0.0,0.0,2050.0,730.0,249.0,115.0,178.0,0.0,0.0,3540.0,0.0,0.0,6450.0
"Oil, soybean lecithin",100000.0,15000.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.18,8.18,0.1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,15005.0,10977.0,45318.0,0.0,0.0,0.0,0.0,0.0,0.0
"Egg, fresh, raw, yolk",27000.0,9600.0,1085.0,48.0,820.2,0.146,0.0,0.024,2.99,0.528,0.176,0.03605,0.381,0.038,0.088,0.033,1.094,0,0.00195,0.35,0.0,0.00545,2.58,2.58,0.0007,129.0,0.077,2.73,5.0,0.055,390.0,109.0,0.056,2.3,15860.0,836.0,1099.0,1550.0,264.0,1970.0,488.0,416.0,0.0,866.0,1399.0,1217.0,378.0,681.0,646.0,1326.0,687.0,177.0,678.0,949.0,3590.0,0.0,560.0,70.0,70.0,180.0,70.0,70.0,70.0,26540.0,9551.0,11738.0,4204.0,1085.0,0.0,1710.0,0.0,0.0,52310.0
"Fireweed, raw, leaves",2800.0,0.0,0.0,34.0,0.0,0.112,0.0,4.674,1.356,0.137,0.033,0.08995,0.18,0.0,0.0,0.0,0.0,0,0.0,0.632,2.2,0.0,0.0,0.0,0.0,429.0,0.32,2.4,156.0,6.704,108.0,494.0,0.0009,2.66,4710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19220.0,10600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,0.0,0.0,0.0,0.0,0.0,2540.0,0.0,0.0,70780.0
"Beef, pastrami, cured",5800.0,2700.0,68.0,1078.0,81.6,0.006,0.0,4.26,0.265,0.161,0.052,0.00105,0.002,0.0,0.022,0.006,0.011,0,0.00187,0.221,0.3,0.0001,0.12,0.12,0.0007,10.0,0.091,2.22,17.0,0.027,175.0,210.0,0.0177,4.98,21800.0,1303.0,1390.0,1955.0,277.0,3221.0,1306.0,684.0,225.0,976.0,1706.0,1812.0,558.0,847.0,1022.0,845.0,857.0,141.0,683.0,1065.0,360.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,5820.0,2681.0,2118.0,145.0,68.0,0.0,3400.0,0.0,0.0,69530.0
"Frankfurter, meatless",14000.0,1700.0,0.0,471.0,84.2,0.078,0.0,3.137,0.784,0.833,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00235,0.078,0.0,0.0,1.92,1.92,0.0,33.0,0.706,1.41,18.0,0.0,344.0,98.0,0.0074,1.2,19610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7700.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13730.0,1653.0,2540.0,5415.0,0.0,0.0,970.0,0.0,0.0,58000.0
"Emu, raw, flat fillet",700.0,200.0,71.0,150.0,0.0,0.012,0.0,6.786,2.484,0.414,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00612,0.582,0.0,0.0,0.22,0.22,0.0,3.0,0.205,5.0,31.0,0.028,229.0,240.0,0.0315,3.0,22250.0,865.0,1001.0,1936.0,161.0,2172.0,700.0,487.0,146.0,723.0,1228.0,1309.0,422.0,635.0,902.0,529.0,638.0,147.0,475.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,187.0,295.0,102.0,71.0,0.0,930.0,0.0,0.0,75400.0
"Emu, raw, inside drum",1500.0,400.0,67.0,102.0,0.0,0.012,0.0,7.304,2.674,0.446,0.42,0.000425,0.005,0.0,0.0,0.0,0.0,0,0.00226,0.626,0.0,0.0,0.22,0.22,0.0,4.0,0.205,5.23,26.0,0.028,229.0,318.0,0.0314,4.33,22220.0,864.0,1000.0,1933.0,160.0,2169.0,699.0,486.0,145.0,722.0,1226.0,1307.0,421.0,634.0,900.0,528.0,637.0,147.0,474.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,386.0,532.0,256.0,67.0,0.0,1150.0,0.0,0.0,74730.0
"Ice creams, chocolate",11000.0,6800.0,34.0,76.0,22.5,0.016,0.0,0.226,0.554,0.194,0.042,0.0104,0.118,0.0,0.019,0.0,0.0,0,0.00029,0.055,0.7,0.0002,0.3,0.3,0.0003,109.0,0.135,0.93,29.0,0.14,107.0,249.0,0.0025,0.58,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28200.0,1200.0,25360.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,6800.0,3210.0,410.0,34.0,0.0,1000.0,3.0,62.0,55700.0
"Snacks, potato sticks",34000.0,8900.0,0.0,633.0,34.9,0.04,0.0,4.785,0.403,0.116,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.32,47.3,0.0,9.11,9.11,0.0221,18.0,0.315,2.27,64.0,0.423,172.0,1237.0,0.0081,0.99,6700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53300.0,3400.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,34400.0,8880.0,6160.0,17900.0,0.0,0.0,3300.0,0.0,0.0,2200.0
"USDA Commodity, salsa",200.0,0.0,0.0,430.0,0.0,0.019,0.0,1.08,0.0,0.03,0.05,0.01375,0.028,0.0,0.0,0.0,0.0,0,0.0,0.149,4.0,0.0,0.0,0.0,0.0,12.0,0.096,2.24,16.0,0.0,30.0,270.0,0.0004,0.17,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,29.0,16.0,107.0,0.0,0.0,1600.0,0.0,0.0,89700.0
"Figs, uncooked, dried",900.0,100.0,0.0,10.0,15.8,0.009,0.0,0.619,0.434,0.082,0.085,0.00025,0.0,0.0,0.006,0.0,0.032,0,0.0,0.106,1.2,0.0,0.35,0.35,0.0156,162.0,0.287,2.03,68.0,0.51,67.0,680.0,0.0006,0.55,3300.0,134.0,77.0,645.0,36.0,295.0,108.0,37.0,0.0,89.0,128.0,88.0,34.0,76.0,610.0,128.0,85.0,20.0,41.0,122.0,63870.0,9800.0,47920.0,22930.0,130.0,24790.0,0.0,0.0,70.0,930.0,144.0,159.0,345.0,0.0,0.0,1860.0,0.0,0.0,30050.0
"Game meat, raw, horse",4600.0,1400.0,52.0,53.0,0.0,0.0,0.0,4.6,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003,0.38,1.0,0.0,0.0,0.0,0.0,6.0,0.144,3.82,24.0,0.019,221.0,360.0,0.0101,2.9,21390.0,1228.0,1401.0,2104.0,299.0,3116.0,1033.0,822.0,0.0,1014.0,1696.0,1823.0,473.0,879.0,994.0,817.0,959.0,265.0,670.0,1108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600.0,1440.0,1610.0,650.0,52.0,0.0,990.0,0.0,0.0,72630.0
"Syrup, fruit flavored",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.03,1.0,0.002,0.0,1.0,0.0004,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65099.99999999999,0.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,34820.0
"Broccoli, raw, stalks",400.0,100.0,0.0,27.0,0.0,0.071,0.0,0.638,0.535,0.119,0.065,0.01,0.02,0.0,0.0,0.0,0.0,0,0.0,0.159,93.2,0.0,0.0,0.0,0.0,48.0,0.045,0.88,25.0,0.229,66.0,325.0,0.003,0.4,2980.0,118.0,145.0,213.0,20.0,375.0,95.0,50.0,0.0,109.0,131.0,141.0,34.0,84.0,114.0,100.0,91.0,29.0,63.0,128.0,5240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,54.0,24.0,167.0,0.0,0.0,920.0,0.0,0.0,90690.0
"Cream, cultured, sour",19000.0,10000.0,59.0,31.0,19.2,0.006,0.0,0.093,0.472,0.168,0.02,0.011175,0.124,0.0,0.025,0.001,0.004,0,0.00021,0.041,0.9,0.0,0.38,0.38,0.0015,101.0,0.018,0.07,10.0,0.015,76.0,125.0,0.0037,0.33,2440.0,116.0,117.0,262.0,29.0,673.0,76.0,92.0,0.0,163.0,322.0,275.0,78.0,157.0,310.0,191.0,142.0,42.0,152.0,195.0,4630.0,0.0,3410.0,0.0,0.0,0.0,3410.0,0.0,0.0,19350.0,10140.0,4594.0,800.0,59.0,0.0,510.0,0.0,0.0,73070.0
"Gravy, canned, au jus",200.0,100.0,0.0,478.0,0.0,0.002,0.0,0.9,0.02,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0001,0.01,1.0,0.0,0.0,0.0,0.0,4.0,0.1,0.6,2.0,0.2,30.0,81.0,0.0004,1.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,80.0,10.0,0.0,0.0,1600.0,0.0,0.0,94500.0
"McDONALD'S, Hamburger",10000.0,3500.0,27.0,494.0,0.0,0.064,0.0,4.544,0.0,0.239,0.247,0.001375,0.0,0.0,0.0,0.0,0.0,0,0.00083,0.0,0.6,0.0,0.0,0.0,0.0,127.0,0.096,2.87,21.0,0.322,107.0,192.0,0.0262,1.95,12920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30280.0,1300.0,6030.0,3300.0,0.0,2100.0,0.0,630.0,0.0,10090.0,3504.0,3768.0,1420.0,27.0,0.0,2180.0,0.0,0.0,44530.0
"Cheese, port de salut",28000.0,17000.0,123.0,534.0,15.4,0.018,0.0,0.06,0.21,0.24,0.014,0.0273,0.315,0.0,0.029,0.0,0.0,0,0.0015,0.053,0.0,0.000525,0.24,0.24,0.0024,650.0,0.022,0.43,24.0,0.011,360.0,136.0,0.0145,2.6,23780.0,790.0,827.0,1752.0,134.0,5349.0,485.0,686.0,0.0,1446.0,2482.0,1987.0,734.0,1323.0,2892.0,1357.0,876.0,343.0,1420.0,1707.0,570.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,28200.0,16691.0,9338.0,729.0,123.0,0.0,2000.0,0.0,0.0,45450.0
SILK Original Creamer,6700.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6670.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,86290.0
SILK Hazelnut Creamer,6700.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,6670.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,72950.0
