Name,Category,Energy (kcal),Protein (mg),Carbohydrate (mg),"Sugars, total(mg)","Fiber, total dietary (mg)",Total Fat (mg),"Fatty acids, total saturated (mg)",Cholesterol (mg),Niacin (mg),Folic acid ((mg)),"Choline, total (mg)",Vitamin C (mg),Vitamin E (alpha-tocopherol) (mg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (mg),Water(mg)
"Veal cutlet or steak, broiled, NS as to fat eaten","Beef, excludes ground",159,27470,0,0,0,4610,1825,102,9.847,0,107.3,0,0.49,6,232,28,386,390,0,0,0,65550
"Veal cutlet or steak, broiled, lean and fat eaten","Beef, excludes ground",159,27470,0,0,0,4610,1825,102,9.847,0,107.3,0,0.49,6,232,28,386,390,0,0,0,65550
"Veal cutlet or steak, broiled, lean only eaten","Beef, excludes ground",181,32890,0,0,0,4580,1279,106,12.535,0,127.3,0,0.42,7,288,32,438,399,0,0,0,60180
"Veal cutlet or steak, fried, NS as to fat eaten","Beef, excludes ground",238,27290,9910,570,300,9180,3060,112,10.34,0.008,113.2,0,0.53,39,250,31,371,454,0,0,0,51310
"Veal cutlet or steak, fried, lean and fat eaten","Beef, excludes ground",238,27290,9910,570,300,9180,3060,112,10.34,0.008,113.2,0,0.53,39,250,31,371,454,0,0,0,51310
"Veal cutlet or steak, fried, lean only eaten","Beef, excludes ground",181,32890,0,0,0,4580,1279,106,12.535,0,127.3,0,0.42,7,288,32,438,399,0,0,0,60180
"Veal, roasted, NS as to fat eaten","Beef, excludes ground",229,29850,0,0,0,11300,4244,113,7.904,0,115.6,0,0.4,22,237,26,322,409,0,0,0,56610
"Veal, roasted, lean and fat eaten","Beef, excludes ground",229,29850,0,0,0,11300,4244,113,7.904,0,115.6,0,0.4,22,237,26,322,409,0,0,0,56610
"Veal, roasted, lean only eaten","Beef, excludes ground",174,26100,0,0,0,6880,2559,105,9.381,0,104.4,0,0.49,21,220,26,337,418,0,0,0,64060
"Veal, ground or patty, cooked",Ground beef,171,24180,0,0,0,7500,3015,102,7.963,0,94.2,0,0.15,17,215,24,334,405,0,0,0,66210
"Mock chicken legs, cooked","Beef, excludes ground",234,20750,5270,20,200,13790,4346,87,5.037,0.007,77.6,0.1,0.64,22,188,22,286,578,0,0,0,58120
"Veal patty, breaded, cooked","Beef, excludes ground",283,22230,8630,750,500,17110,5388,79,5.975,0.006,103.9,0,0.73,38,218,42,235,432,0,0,0,50620
"Rabbit, NS as to domestic or wild, cooked","Lamb, goat, game",205,30250,0,0,0,8380,2500,86,7.13,0,120.7,0,0.44,20,225,20,299,199,0,0,0,58580
"Rabbit, domestic, NS as to cooking method","Lamb, goat, game",205,30250,0,0,0,8380,2500,86,7.13,0,120.7,0,0.44,20,225,20,299,199,0,0,0,58580
"Rabbit, NS as to domestic or wild, breaded, fried","Lamb, goat, game",248,27650,5060,440,300,12160,3390,76,6.763,0.006,107.6,0,0.66,31,210,21,278,329,0,0,0,52180
"Rabbit, wild, cooked","Lamb, goat, game",172,32880,0,0,0,3500,1046,122,6.373,0,129.4,0,0.41,18,239,31,342,207,0,0,0,61120
"Venison/deer, NFS","Lamb, goat, game",190,36080,0,0,0,3930,2227,112,7.389,0,133.4,0,0.75,6,260,28,311,267,0,0,0,59450
"Venison/deer, cured",Cold cuts and cured meats,187,35110,0,0,0,4080,2268,110,7.19,0,129.9,0,0.73,7,253,27,303,1199,0,0,0,57860
"Venison/deer, roasted","Lamb, goat, game",190,36080,0,0,0,3930,2227,112,7.389,0,133.4,0,0.75,6,260,28,311,267,0,0,0,59450
"Venison/deer steak, cooked, NS as to cooking method","Lamb, goat, game",150,29800,0,0,0,2610,1434,78,10.613,0,111.6,0,0.61,6,273,30,393,475,0,0,0,66180
"Venison/deer steak, breaded or floured, cooked, NS as to cooking method","Lamb, goat, game",225,24850,12360,1090,800,7790,2025,86,8.712,0.009,102.9,0,1.06,40,242,30,329,223,0,0,0,54050
Venison/deer jerky,Cold cuts and cured meats,396,32200,14720,14750,0,22410,9604,129,6.319,0,122.8,0,0.74,18,253,26,391,2955,0,0,0,23390
Deer sausage,Cold cuts and cured meats,299,10910,4290,2050,0,26130,10487,57,2.321,0,29.7,15.2,0.56,21,154,13,351,1013,0,0,0,55310
"Deer chop, cooked","Lamb, goat, game",193,28060,0,0,0,8280,2772,73,9.994,0,105,0,0.95,6,257,28,370,448,0,0,0,62320
"Venison/deer ribs, cooked","Lamb, goat, game",190,36080,0,0,0,3930,2227,112,7.389,0,133.4,0,0.75,6,260,28,311,267,0,0,0,59450
"Venison/deer, stewed","Lamb, goat, game",190,36080,0,0,0,3930,2227,112,7.389,0,133.4,0,0.75,6,260,28,311,267,0,0,0,59450
"Moose, cooked","Lamb, goat, game",133,29150,0,0,0,970,289,78,5.238,0,114.9,5,0.2,6,175,24,333,231,0,0,0,67550
"Bear, cooked","Lamb, goat, game",258,32280,0,0,0,13330,3525,98,3.336,0,121.8,0,0.49,5,169,23,262,233,0,0,0,53330
"Caribou, cooked","Lamb, goat, game",166,29640,0,0,0,4400,1693,109,5.766,0,122.1,3,0.4,22,232,27,309,222,0,0,0,62170
"Bison, cooked","Lamb, goat, game",142,28320,0,0,0,2410,906,82,3.694,0,114.3,0,0.36,8,208,26,359,219,0,0,0,66260
"Ground hog, cooked","Lamb, goat, game",234,25960,0,0,0,13600,4683,83,6.341,0,63.1,0.1,0.12,20,221,24,344,217,0,0,0,59180
"Opossum, cooked","Lamb, goat, game",220,30070,0,0,0,10160,1201,128,8.395,0,116,0,0.44,17,277,34,436,220,0,0,0,58060
"Squirrel, cooked","Lamb, goat, game",172,30640,0,0,0,4670,538,120,4.621,0,122.4,0,0.4,3,210,28,351,280,0,0,0,61810
"Beaver, cooked","Lamb, goat, game",211,34700,0,0,0,6930,2061,117,2.191,0,129.4,3,0.45,22,291,29,401,221,0,0,0,57680
"Raccoon, cooked","Lamb, goat, game",254,29080,0,0,0,14440,4053,97,4.66,0,114.9,0,0.49,14,260,30,396,241,0,0,0,54080
"Armadillo, cooked","Lamb, goat, game",159,28180,0,0,0,4360,1295,77,4.192,0,116.9,0,0.38,16,133,27,394,222,0,0,0,63600
"Wild pig, smoked","Lamb, goat, game",157,27800,0,0,0,4300,1277,76,4.136,0,115.3,0,0.37,17,132,27,389,743,0,0,0,62750
"Ostrich, cooked","Turkey, duck, other poultry",174,25930,0,0,0,7010,1778,82,6.502,0,65.2,0,0.24,8,222,23,320,402,0,0,0,66560
"Chicken, NS as to part and cooking method, NS as to skin eaten","Chicken, whole pieces",164,26790,0,0,0,6360,1579,112,7.598,0,66.3,0,0.41,14,237,23,279,345,0,0,0,66020
"Chicken, NS as to part and cooking method, skin eaten","Chicken, whole pieces",196,25070,100,100,0,10650,2728,113,7.564,0,62.1,0,0.4,17,236,23,270,343,0,0,0,63300
"Chicken, NS as to part and cooking method, skin not eaten","Chicken, whole pieces",164,26790,0,0,0,6360,1579,112,7.598,0,66.3,0,0.41,14,237,23,279,345,0,0,0,66020
"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten","Chicken, whole pieces",165,27320,0,0,0,5320,1366,115,8.122,0,74,0,0.46,8,223,26,311,353,0,0,0,65950
"Chicken, NS as to part, baked, broiled, or roasted, skin eaten","Chicken, whole pieces",203,24700,0,0,0,10800,2914,114,7.153,0,65.9,0,0.39,9,201,23,273,338,0,0,0,63260
"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten","Chicken, whole pieces",165,27320,0,0,0,5320,1366,115,8.122,0,74,0,0.46,8,223,26,311,353,0,0,0,65950
"Chicken, NS as to part, rotisserie, NS as to skin eaten","Chicken, whole pieces",164,26790,0,0,0,6360,1579,112,7.598,0,66.3,0,0.41,14,237,23,279,345,0,0,0,66020
"Chicken, NS as to part, rotisserie, skin eaten","Chicken, whole pieces",196,25070,100,100,0,10650,2728,113,7.564,0,62.1,0,0.4,17,236,23,270,343,0,0,0,63300
"Chicken, NS as to part, rotisserie, skin not eaten","Chicken, whole pieces",164,26790,0,0,0,6360,1579,112,7.598,0,66.3,0,0.41,14,237,23,279,345,0,0,0,66020
"Chicken, NS as to part, stewed, NS as to skin eaten","Chicken, whole pieces",158,26030,0,0,0,5380,1366,113,7.482,0,70.3,0,0.43,9,202,25,293,366,0,0,0,67190
"Chicken, NS as to part, stewed, skin eaten","Chicken, whole pieces",196,23580,0,0,0,10860,2925,113,6.626,0,62.7,0,0.36,9,182,22,258,356,0,0,0,64260
"Chicken, NS as to part, stewed, skin not eaten","Chicken, whole pieces",158,26030,0,0,0,5380,1366,113,7.482,0,70.3,0,0.43,9,202,25,293,366,0,0,0,67190
"Chicken, NS as to part, grilled without sauce, NS as to skin eaten","Chicken, whole pieces",179,26740,0,0,0,7200,1609,112,7.954,0,72.4,0,0.69,8,218,25,304,386,0,0,0,64570
"Chicken, NS as to part, grilled without sauce, skin eaten","Chicken, whole pieces",216,24190,0,0,0,12570,3125,112,7.005,0,64.5,0,0.62,9,196,22,268,372,0,0,0,61930
"Chicken, NS as to part, grilled without sauce, skin not eaten","Chicken, whole pieces",179,26740,0,0,0,7200,1609,112,7.954,0,72.4,0,0.69,8,218,25,304,386,0,0,0,64570
"Chicken, NS as to part, grilled with sauce, NS as to skin eaten","Chicken, whole pieces",180,21980,7310,5960,200,6360,1372,92,6.6,0,60.4,0.1,0.75,13,182,23,290,527,0,0,0,62520
"Chicken, NS as to part, grilled with sauce, skin eaten","Chicken, whole pieces",211,19890,7310,5960,200,10740,2609,91,5.825,0,53.9,0.1,0.69,13,164,21,260,516,0,0,0,60360
"Chicken, NS as to part, grilled with sauce, skin not eaten","Chicken, whole pieces",180,21980,7310,5960,200,6360,1372,92,6.6,0,60.4,0.1,0.75,13,182,23,290,527,0,0,0,62520
"Chicken, NS as to part, sauteed, skin eaten","Chicken, whole pieces",216,24190,0,0,0,12570,3125,112,7.005,0,64.5,0,0.62,9,196,22,268,372,0,0,0,61930
"Chicken, NS as to part, sauteed, skin not eaten","Chicken, whole pieces",179,26740,0,0,0,7200,1609,112,7.954,0,72.4,0,0.69,8,218,25,304,386,0,0,0,64570
"Chicken, NS as to part, fried, coated, skin / coating eaten","Chicken, whole pieces",251,21750,7140,0,200,15020,3999,100,6.651,0.012,78,0,0.49,44,216,24,264,671,0,0,0,53520
"Chicken, NS as to part, fried, coated, skin / coating not eaten","Chicken, whole pieces",164,26180,70,0,0,6580,1736,113,7.378,0,99.7,0,0.31,22,222,25,286,528,0,0,0,65140
"Chicken, NS as to part, baked, coated, skin / coating eaten","Chicken, whole pieces",251,21750,7140,0,200,15020,3999,100,6.651,0.012,78,0,0.49,44,216,24,264,671,0,0,0,53520
"Chicken, NS as to part, baked, coated, skin / coating not eaten","Chicken, whole pieces",164,26180,70,0,0,6580,1736,113,7.378,0,99.7,0,0.31,22,222,25,286,528,0,0,0,65140
"Chicken breast, NS as to cooking method, skin eaten","Chicken, whole pieces",175,26370,90,90,0,7670,1958,90,9.303,0,57.1,0,0.33,16,244,25,276,329,0,0,0,65190
"Chicken breast, NS as to cooking method, skin not eaten","Chicken, whole pieces",144,28040,0,0,0,3570,863,86,9.634,0,59.8,0,0.32,13,246,25,284,328,0,0,0,67780
"Chicken breast, baked or broiled, skin eaten, from pre-cooked","Chicken, whole pieces",175,26370,90,90,0,7670,1958,90,9.303,0,57.1,0,0.33,16,244,25,276,329,0,0,0,65190
"Chicken breast, baked or broiled, skin not eaten, from pre-cooked","Chicken, whole pieces",144,28040,0,0,0,3570,863,86,9.634,0,59.8,0,0.32,13,246,25,284,328,0,0,0,67780
"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant","Chicken, whole pieces",205,25670,0,0,0,10600,2510,95,8.515,0,63.1,0,0.81,7,191,23,291,406,0,0,0,61770
"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant","Chicken, whole pieces",175,29560,0,0,0,5440,1012,96,10.09,0,75.5,0,0.97,7,224,28,351,430,0,0,0,62730
"Chicken breast, rotisserie, skin eaten","Chicken, whole pieces",175,26370,90,90,0,7670,1958,90,9.303,0,57.1,0,0.33,16,244,25,276,329,0,0,0,65190
"Chicken breast, rotisserie, skin not eaten","Chicken, whole pieces",144,28040,0,0,0,3570,863,86,9.634,0,59.8,0,0.32,13,246,25,284,328,0,0,0,67780
"Chicken breast, stewed, skin eaten","Chicken, whole pieces",181,24700,0,0,0,8280,2152,92,8.194,0,60.7,0,0.56,7,183,23,280,316,0,0,0,65330
"Chicken breast, stewed, skin not eaten","Chicken, whole pieces",149,27960,0,0,0,3260,700,91,9.543,0,71.4,0,0.7,6,212,26,332,333,0,0,0,66830
"Chicken breast, grilled without sauce, skin eaten","Chicken, whole pieces",206,25720,0,0,0,10620,2515,95,8.532,0,63.2,0,0.81,7,191,24,292,329,0,0,0,61900
"Chicken breast, grilled without sauce, skin not eaten","Chicken, whole pieces",176,29620,0,0,0,5450,1014,96,10.11,0,75.7,0,0.97,7,224,28,352,353,0,0,0,62850
"Chicken breast, grilled with sauce, skin eaten","Chicken, whole pieces",202,21150,7340,5980,200,9150,2111,78,7.072,0,52.9,0.1,0.85,12,160,22,280,454,0,0,0,60380
"Chicken breast, grilled with sauce, skin not eaten","Chicken, whole pieces",178,24330,7340,5980,200,4930,886,78,8.36,0,63,0.1,0.98,11,187,25,329,473,0,0,0,61160
"Chicken breast, sauteed, skin eaten","Chicken, whole pieces",206,25720,0,0,0,10620,2515,95,8.532,0,63.2,0,0.81,7,191,24,292,329,0,0,0,61900
"Chicken breast, sauteed, skin not eaten","Chicken, whole pieces",176,29620,0,0,0,5450,1014,96,10.11,0,75.7,0,0.97,7,224,28,352,353,0,0,0,62850
"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked","Chicken, whole pieces",249,20540,7130,120,300,14740,2844,76,7.003,0.013,51.5,0,1.39,14,158,20,233,331,0,0,0,55960
"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked","Chicken, whole pieces",176,29620,0,0,0,5450,1014,96,10.11,0,75.7,0,0.97,7,224,28,352,353,0,0,0,62850
"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant","Chicken, whole pieces",271,19290,10650,100,300,16910,3594,75,6.611,0.019,64.7,0,1.21,42,191,22,231,549,0,0,0,50980
"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant","Chicken, whole pieces",211,22730,5950,100,200,10750,1928,79,7.516,0.011,78.5,0,1.04,25,197,24,249,436,0,0,0,58900
"Chicken breast, baked, coated, skin / coating eaten","Chicken, whole pieces",207,23730,3960,70,200,9880,2320,88,7.977,0.007,58.9,0,0.76,11,179,23,269,320,0,0,0,60730
"Chicken breast, baked, coated, skin / coating not eaten","Chicken, whole pieces",176,29620,0,0,0,5450,1014,96,10.11,0,75.7,0,0.97,7,224,28,352,353,0,0,0,62850
"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten","Chicken, whole pieces",218,23770,120,120,0,13630,3498,136,5.826,0,67.1,0,0.48,18,229,22,265,358,0,0,0,61410
"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten","Chicken, whole pieces",185,25540,0,0,0,9150,2295,139,5.563,0,72.8,0,0.5,16,229,22,274,362,0,0,0,64250
"Chicken leg, drumstick and thigh, baked or broiled, skin eaten","Chicken, whole pieces",214,23160,0,0,0,12810,3541,131,5.601,0,67.3,0,0.19,10,206,22,249,341,0,0,0,63350
"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten","Chicken, whole pieces",168,24410,0,0,0,7130,1977,131,5.928,0,70.8,0,0.18,10,217,23,262,345,0,0,0,67770
"Chicken leg, drumstick and thigh, rotisserie, skin eaten","Chicken, whole pieces",218,23770,120,120,0,13630,3498,136,5.826,0,67.1,0,0.48,18,229,22,265,358,0,0,0,61410
"Chicken leg, drumstick and thigh, rotisserie, skin not eaten","Chicken, whole pieces",185,25540,0,0,0,9150,2295,139,5.563,0,72.8,0,0.5,16,229,22,274,362,0,0,0,64250
"Chicken leg, drumstick and thigh, stewed, skin eaten","Chicken, whole pieces",211,22450,0,0,0,13440,3698,135,5.058,0,64.8,0,0.17,12,182,22,237,396,0,0,0,63190
"Chicken leg, drumstick and thigh, stewed, skin not eaten","Chicken, whole pieces",167,24100,0,0,0,7500,2031,134,5.422,0,69.2,0,0.17,12,193,24,253,399,0,0,0,67540
"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten","Chicken, whole pieces",227,22650,0,0,0,14520,3738,128,5.479,0,65.8,0,0.42,10,202,21,244,414,0,0,0,61960
"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten","Chicken, whole pieces",182,23870,0,0,0,8960,2206,128,5.8,0,69.2,0,0.41,10,212,23,257,419,0,0,0,66280
"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten","Chicken, whole pieces",219,18640,7280,5940,200,12320,3107,105,4.579,0,55,0.1,0.53,14,168,20,240,578,0,0,0,60350
"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten","Chicken, whole pieces",183,19630,7280,5940,200,7790,1858,105,4.84,0,57.8,0.1,0.52,14,177,21,251,582,0,0,0,63880
"Chicken leg, drumstick and thigh, sauteed, skin eaten","Chicken, whole pieces",227,22650,0,0,0,14520,3738,128,5.479,0,65.8,0,0.42,10,202,21,244,414,0,0,0,61960
"Chicken leg, drumstick and thigh, sauteed, skin not eaten","Chicken, whole pieces",182,23870,0,0,0,8960,2206,128,5.8,0,69.2,0,0.41,10,212,23,257,419,0,0,0,66280
"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten","Chicken, whole pieces",259,19000,5910,100,200,17160,3767,105,4.84,0.011,55.6,0,0.98,15,173,19,205,353,0,0,0,57090
"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten","Chicken, whole pieces",183,23920,0,0,0,8980,2211,128,5.811,0,69.4,0,0.41,10,212,23,257,343,0,0,0,66410
"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten","Chicken, whole pieces",226,20960,3930,70,200,13380,3418,117,5.233,0.007,61.2,0,0.41,14,189,21,226,428,0,0,0,60740
"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten","Chicken, whole pieces",182,23870,0,0,0,8960,2206,128,5.8,0,69.2,0,0.41,10,212,23,257,419,0,0,0,66280
"Chicken drumstick, NS as to cooking method, skin eaten","Chicken, whole pieces",206,25650,120,120,0,11460,2855,149,5.966,0,73.3,0,0.51,22,245,23,279,392,0,0,0,61420
"Chicken drumstick, NS as to cooking method, skin not eaten","Chicken, whole pieces",172,27710,0,0,0,6760,1573,155,5.745,0,80.1,0,0.54,20,248,23,291,403,0,0,0,64110
"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked","Chicken, whole pieces",206,25650,120,120,0,11460,2855,149,5.966,0,73.3,0,0.51,22,245,23,279,392,0,0,0,61420
"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked","Chicken, whole pieces",172,27710,0,0,0,6760,1573,155,5.745,0,80.1,0,0.54,20,248,23,291,403,0,0,0,64110
"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant","Chicken, whole pieces",203,22660,0,0,0,11830,2929,126,5.243,0,65.8,0,0.42,11,189,21,240,503,0,0,0,64420
"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant","Chicken, whole pieces",168,23520,0,0,0,7510,1731,126,5.432,0,68.2,0,0.41,11,194,21,248,507,0,0,0,67860
"Chicken drumstick, rotisserie, skin eaten","Chicken, whole pieces",206,25650,120,120,0,11460,2855,149,5.966,0,73.3,0,0.51,22,245,23,279,392,0,0,0,61420
"Chicken drumstick, rotisserie, skin not eaten","Chicken, whole pieces",172,27710,0,0,0,6760,1573,155,5.745,0,80.1,0,0.54,20,248,23,291,403,0,0,0,64110
"Chicken drumstick, grilled without sauce, skin eaten","Chicken, whole pieces",203,22700,0,0,0,11850,2935,126,5.253,0,65.9,0,0.42,11,190,21,240,427,0,0,0,64550
"Chicken drumstick, grilled without sauce, skin not eaten","Chicken, whole pieces",168,23570,0,0,0,7530,1735,126,5.442,0,68.4,0,0.41,11,194,21,249,432,0,0,0,67990
"Chicken drumstick, grilled with sauce, skin eaten","Chicken, whole pieces",200,18680,7280,5940,200,10150,2454,103,4.395,0,55.1,0.1,0.53,15,158,20,237,588,0,0,0,62460
"Chicken drumstick, grilled with sauce, skin not eaten","Chicken, whole pieces",171,19390,7280,5940,200,6620,1474,103,4.549,0,57.1,0.1,0.52,15,162,20,245,592,0,0,0,65270
"Chicken drumstick, stewed, skin eaten","Chicken, whole pieces",186,22540,0,0,0,10640,2916,131,4.794,0,67.8,0,0.17,12,176,21,227,417,0,0,0,65810
"Chicken drumstick, stewed, skin not eaten","Chicken, whole pieces",155,23710,0,0,0,5900,1587,126,5.01,0,71.4,0,0.17,12,183,22,237,423,0,0,0,69350
"Chicken drumstick, sauteed, skin eaten","Chicken, whole pieces",203,22700,0,0,0,11850,2935,126,5.253,0,65.9,0,0.42,11,190,21,240,427,0,0,0,64550
"Chicken drumstick, sauteed, skin not eaten","Chicken, whole pieces",168,23570,0,0,0,7530,1735,126,5.442,0,68.4,0,0.41,11,194,21,249,432,0,0,0,67990
"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked","Chicken, whole pieces",246,18250,7070,120,300,15620,3154,99,4.525,0.013,53.5,0,1.08,17,157,19,194,479,0,0,0,57890
"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked","Chicken, whole pieces",168,23570,0,0,0,7530,1735,126,5.442,0,68.4,0,0.41,11,194,21,249,432,0,0,0,67990
"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant","Chicken, whole pieces",288,17730,12070,100,600,18720,4284,91,4.614,0.021,56.2,0,0.87,26,161,20,212,625,0,0,0,49060
"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant","Chicken, whole pieces",212,21780,6050,100,200,11180,2337,109,5.025,0.011,67.5,0,0.87,20,180,21,242,546,0,0,0,58840
"Chicken drumstick, baked, coated, skin / coating eaten","Chicken, whole pieces",204,21010,3930,70,200,10980,2697,115,5.03,0.007,61.3,0,0.41,15,178,21,223,439,0,0,0,63080
"Chicken drumstick, baked, coated, skin / coating not eaten","Chicken, whole pieces",168,23570,0,0,0,7530,1735,126,5.442,0,68.4,0,0.41,11,194,21,249,432,0,0,0,67990
"Chicken thigh, NS as to cooking method, skin eaten","Chicken, whole pieces",226,22510,120,120,0,15080,3927,127,5.732,0,62.9,0,0.46,16,218,21,255,335,0,0,0,61410
"Chicken thigh, NS as to cooking method, skin not eaten","Chicken, whole pieces",193,24090,0,0,0,10740,2777,128,5.441,0,68,0,0.48,13,216,21,262,335,0,0,0,64350
"Chicken thigh, baked or broiled, skin eaten, from pre-cooked","Chicken, whole pieces",226,22510,120,120,0,15080,3927,127,5.732,0,62.9,0,0.46,16,218,21,255,335,0,0,0,61410
"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked","Chicken, whole pieces",193,24090,0,0,0,10740,2777,128,5.441,0,68,0,0.48,13,216,21,262,335,0,0,0,64350
"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant","Chicken, whole pieces",243,22570,0,0,0,16250,4260,129,5.617,0,65.6,0,0.42,9,210,21,246,482,0,0,0,60120
"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant","Chicken, whole pieces",191,24020,0,0,0,9890,2513,129,6.024,0,69.7,0,0.41,9,223,23,261,486,0,0,0,65010
"Chicken thigh, rotisserie, skin eaten","Chicken, whole pieces",226,22510,120,120,0,15080,3927,127,5.732,0,62.9,0,0.46,16,218,21,255,335,0,0,0,61410
"Chicken thigh, rotisserie, skin not eaten","Chicken, whole pieces",193,24090,0,0,0,10740,2777,128,5.441,0,68,0,0.48,13,216,21,262,335,0,0,0,64350
"Chicken thigh, stewed, skin eaten","Chicken, whole pieces",227,22390,0,0,0,15310,4219,138,5.234,0,62.8,0,0.17,11,186,23,243,383,0,0,0,61440
"Chicken thigh, stewed, skin not eaten","Chicken, whole pieces",175,24360,0,0,0,8560,2327,140,5.696,0,67.8,0,0.17,12,199,25,264,384,0,0,0,66340
"Chicken thigh, grilled without sauce, skin eaten","Chicken, whole pieces",243,22610,0,0,0,16290,4268,129,5.628,0,65.7,0,0.42,9,210,21,246,406,0,0,0,60240
"Chicken thigh, grilled without sauce, skin not eaten","Chicken, whole pieces",192,24070,0,0,0,9910,2518,129,6.036,0,69.8,0,0.41,9,224,23,262,410,0,0,0,65140
"Chicken thigh, grilled with sauce, skin eaten","Chicken, whole pieces",232,18610,7280,5940,200,13770,3542,106,4.701,0,54.9,0.1,0.53,13,175,20,242,571,0,0,0,58950
"Chicken thigh, grilled with sauce, skin not eaten","Chicken, whole pieces",190,19800,7280,5940,200,8560,2114,106,5.034,0,58.3,0.1,0.52,13,186,21,255,575,0,0,0,62950
"Chicken thigh, sauteed, skin eaten","Chicken, whole pieces",243,22610,0,0,0,16290,4268,129,5.628,0,65.7,0,0.42,9,210,21,246,406,0,0,0,60240
"Chicken thigh, sauteed, skin not eaten","Chicken, whole pieces",192,24070,0,0,0,9910,2518,129,6.036,0,69.8,0,0.41,9,224,23,262,410,0,0,0,65140
